OrderID,ClientOrderID,Instrument,Side,ExecStatus,Quantity,Price,Reason,Timestamp
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.201269
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.201334
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091038.201400
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.201405
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.201464
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.201469
ord3,aa14,Rose,1,100,Fill,55.000000,,20231216-091038.201529
ord14,aa26,Rose,2,100,Fill,55.000000,,20231216-091038.201534
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.201594
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.201599
ord4,aa18,Tulip,1,100,New,65.000000,,20231216-091038.201692
ord5,aa19,Tulip,2,100,Pfill,65.000000,,20231216-091038.201727
ord4,aa18,Tulip,1,100,Fill,65.000000,,20231216-091038.201733
ord4,aa18,Orchid,1,100,New,55.000000,,20231216-091038.201818
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.201850
ord5,aa19,Orchid,2,100,Pfill,55.000000,,20231216-091038.201911
ord4,aa18,Orchid,1,100,Fill,55.000000,,20231216-091038.201916
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.201974
ord8,aa22,Lavender,1,100,Fill,45.000000,,20231216-091038.201979
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.202036
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.202098
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.202160
ord11,aa15,Rose,2,100,Pfill,35.000000,,20231216-091038.202221
ord16,aa28,Rose,1,100,Fill,35.000000,,20231216-091038.202226
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.202284
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.202289
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.202346
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.202350
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.202410
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.202472
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.202536
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.202541
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.202597
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.202660
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.202725
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.202828
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.202919
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091038.203004
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.203013
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.203067
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.203073
ord3,aa14,Rose,1,100,Fill,55.000000,,20231216-091038.203130
ord14,aa26,Rose,2,100,Fill,55.000000,,20231216-091038.203136
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.203210
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.203216
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.203252
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.203257
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.203315
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.203400
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.203407
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.203486
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.203569
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.203633
ord8,aa22,Lavender,1,100,Pfill,45.000000,,20231216-091038.203639
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.203696
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.203759
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.203822
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.203886
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.203949
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.203955
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.204011
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.204018
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.204075
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.204137
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.204200
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.204207
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.204265
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.204326
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.204390
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.204460
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.204521
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.204591
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.204597
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.204651
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.204657
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.204713
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.204719
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.204775
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.204782
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.204837
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.204841
ord1,aa13,Rose,1,100,Fill,55.000000,,20231216-091038.204899
ord14,aa26,Rose,2,100,Fill,55.000000,,20231216-091038.204904
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.204962
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.204967
ord3,aa14,Rose,1,100,New,65.000000,,20231216-091038.205038
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.205107
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.205113
ord4,aa18,Tulip,1,100,New,65.000000,,20231216-091038.205177
ord5,aa19,Tulip,2,100,Pfill,65.000000,,20231216-091038.205241
ord4,aa18,Tulip,1,100,Fill,65.000000,,20231216-091038.205246
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.205305
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.205310
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.205371
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.205434
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.205514
ord8,aa22,Lavender,1,100,Fill,45.000000,,20231216-091038.205519
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.205566
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.205629
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.205694
ord11,aa15,Rose,2,100,Pfill,65.000000,,20231216-091038.205757
ord3,aa14,Rose,1,100,Fill,65.000000,,20231216-091038.205762
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.205822
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.205826
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.205885
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.205890
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.205948
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.206012
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.206075
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.206080
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.206173
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.206279
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.206343
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.206401
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.206461
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.206534
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.206602
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.206610
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.206671
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.206720
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.206789
ord8,aa22,Lavender,1,100,Pfill,45.000000,,20231216-091038.206801
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.206824
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.206868
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.206936
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.206998
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.207272
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.207278
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.207590
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.207597
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.207612
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.207627
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.207644
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.207649
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.207823
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.208110
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.208122
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.208132
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.208141
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.208151
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.208158
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.208342
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.208348
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.208362
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.208368
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.208379
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.208384
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.208401
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.208407
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.208617
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.208632
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.208638
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.208650
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.208664
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.208680
ord8,aa22,Lavender,1,100,Fill,45.000000,,20231216-091038.208686
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.208853
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.208867
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.208882
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.208898
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.209128
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.209134
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.209147
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.209151
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.209164
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.209177
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.209189
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.209194
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.209358
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.209368
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.209375
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.209382
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.209637
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.209648
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.209652
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.209664
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.209668
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.209678
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.209682
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.209692
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.209695
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.209873
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.209878
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.209891
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.209906
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.209913
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.209929
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.209943
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.210166
ord8,aa22,Lavender,1,100,Pfill,45.000000,,20231216-091038.210172
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.210188
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.210202
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.210217
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.210231
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.210410
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.210418
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.210429
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.210434
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.210448
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.210462
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.210694
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.210699
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.210708
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.210718
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.210726
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.210733
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.210937
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.210948
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.210952
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.210962
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.210966
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.210976
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.210980
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.211207
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.211212
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.211222
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.211225
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.211238
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.211248
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.211251
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.211261
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.211451
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.211464
ord8,aa22,Lavender,1,100,Fill,45.000000,,20231216-091038.211469
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.211481
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.211502
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.211903
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.212247
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.212270
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.212276
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.212290
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.212296
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.212316
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.212516
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.212531
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.212537
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.212549
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.212591
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.212601
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.212613
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.212765
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.212798
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.212821
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.212836
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.212840
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.212854
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.212861
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.212877
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.212881
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.213109
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.213114
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.213127
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.213142
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.213147
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.213160
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.213179
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.213338
ord8,aa22,Lavender,1,100,Pfill,45.000000,,20231216-091038.213343
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.213357
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.213372
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.213615
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.213630
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.213644
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.213649
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.213660
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.213668
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.213683
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.213697
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.213846
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.213851
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.213877
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.213887
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.213898
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.214107
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.214117
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.214127
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.214130
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.214144
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.214148
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.214166
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.214172
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.214183
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.214188
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.214254
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.214260
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.214272
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.214286
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.214290
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.214308
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.214322
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.214336
ord8,aa22,Lavender,1,100,Fill,45.000000,,20231216-091038.214340
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.214350
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.214366
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.214389
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.214401
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.214411
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.214415
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.214424
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.214428
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.214443
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.214459
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.214518
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.214522
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.214575
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.214632
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.214691
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.214749
ord21,aa33,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091038.214819
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091038.214878
ord11,aa15,Rose,2,100,Fill,1.000000,,20231216-091038.214883
ord2,aa17,Tulip,1,100,Fill,1.000000,,20231216-091038.214942
ord5,aa19,Tulip,2,100,Fill,1.000000,,20231216-091038.214948
ord3,aa14,Rose,1,100,Fill,45.000000,,20231216-091038.215010
ord15,aa27,Rose,2,100,Fill,45.000000,,20231216-091038.215017
ord2,aa17,Orchid,1,100,Fill,1.000000,,20231216-091038.215076
ord5,aa19,Orchid,2,100,Fill,1.000000,,20231216-091038.215081
ord4,aa18,Tulip,1,100,Fill,1.000000,,20231216-091038.215137
ord5,aa19,Tulip,2,100,Pfill,1.000000,,20231216-091038.215144
ord5,aa19,Tulip,2,300,New,1.000000,,20231216-091038.215202
ord4,aa18,Orchid,1,100,Fill,1.000000,,20231216-091038.215265
ord5,aa19,Orchid,2,100,Pfill,1.000000,,20231216-091038.215270
ord6,aa20,Lavender,2,100,New,55.000000,,20231216-091038.215330
ord5,aa19,Orchid,2,300,New,1.000000,,20231216-091038.215397
ord7,aa21,Lavender,2,100,Fill,45.000000,,20231216-091038.215466
ord8,aa22,Lavender,1,100,Pfill,45.000000,,20231216-091038.215472
ord8,aa22,Lavender,1,200,New,45.000000,,20231216-091038.215531
ord9,aa23,Lotus,2,100,New,55.000000,,20231216-091038.215595
ord10,aa24,Lotus,2,100,New,45.000000,,20231216-091038.215658
ord11,aa15,Rose,2,300,New,1.000000,,20231216-091038.215725
ord12,aa25,Lotus,1,100,Fill,45.000000,,20231216-091038.215798
ord10,aa24,Lotus,2,100,Fill,45.000000,,20231216-091038.215804
ord13,aa16,Rose,1,100,Fill,1.000000,,20231216-091038.215864
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.215869
ord14,aa26,Rose,2,100,New,55.000000,,20231216-091038.215930
ord15,aa27,Rose,2,100,New,45.000000,,20231216-091038.215989
ord16,aa28,Rose,1,100,Fill,1.000000,,20231216-091038.216048
ord11,aa15,Rose,2,100,Pfill,1.000000,,20231216-091038.216053
ord17,aa29,,1,100,Rejected,55,Invalid instrument,20231216-091038.216105
ord18,aa30,Rose,3,100,Rejected,65.00,Invalid side,20231216-091038.216163
ord19,aa31,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091038.216221
ord20,aa32,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091038.216279
