OrderID,ClientOrderID,Instrument,Side,ExecStatus,Quantity,Price,Reason,Timestamp
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.559452
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.559544
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.559549
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.559592
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.559665
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.559710
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.559785
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.559844
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.559952
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.559991
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.560053
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.560058
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.560133
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.560217
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.560281
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.560286
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.560340
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.560345
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.560399
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.560404
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.560458
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.560515
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.560520
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.560574
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.560579
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.560633
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.560691
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.560696
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.560747
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.560812
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.560866
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.560923
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.560981
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.561043
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.561101
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.561159
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.561165
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.561220
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.561277
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.561336
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.561341
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.561394
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.561399
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.561453
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.561458
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.561511
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.561569
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.561574
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.561627
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.561632
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.561686
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.561744
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.561749
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.561801
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.561859
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.561918
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.561976
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.562035
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.562096
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.562156
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.562213
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.562218
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.562287
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.562339
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.562405
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.562410
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.562477
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.562483
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.562557
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.562569
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.562615
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.562672
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.562679
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.562728
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.562736
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.562799
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.562882
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.562890
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.562937
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.562995
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.563067
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.563129
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.563190
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.563258
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.563325
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.563390
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.563397
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.563457
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.563523
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.563589
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.563597
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.563655
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.563662
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.563722
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.563728
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.563787
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.563860
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.563866
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.563925
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.563931
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.563993
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.564059
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.564066
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.564124
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.564187
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.564255
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.564320
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.564387
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.564453
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.564516
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.564583
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.564589
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.564650
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.564750
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.564814
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.564820
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.564877
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.564882
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.564940
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.564946
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.565003
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.565068
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.565076
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.565134
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.565141
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.565199
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.565282
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.565288
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.565323
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.565387
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.565451
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.565511
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.565574
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.565639
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.565703
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.565767
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.565778
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.565838
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.565918
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.565980
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.565985
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.566036
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.566042
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.566099
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.566105
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.566167
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.566231
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.566237
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.566296
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.566302
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.566364
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.566429
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.566435
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.566491
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.566556
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.566622
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.566686
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.566752
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.566816
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.566879
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.566944
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.566950
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.567013
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.567077
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.567145
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.567151
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.567210
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.567216
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.567276
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.567282
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.567341
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.567406
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.567412
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.567472
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.567478
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.567539
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.567605
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.567611
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.567679
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.567740
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.567800
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.567859
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.567917
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.567984
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.568049
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.568113
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.568128
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.568188
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.568255
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.568348
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.568359
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.568414
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.568422
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.568546
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.568552
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.568573
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.568622
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.568632
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.568750
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.568757
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.568813
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.568877
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.568883
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.569016
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.569036
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.569068
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.569129
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.569191
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.569257
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.569321
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.569385
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.569390
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.569449
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.569513
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.569579
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.569585
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.569643
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.569649
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.569707
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.569712
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.569770
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.569832
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.569837
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.569896
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.569901
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.569959
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.570024
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.570030
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.570085
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.570146
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.570209
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.570270
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.570333
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.570403
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.570461
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.570535
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.570541
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.570594
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.570658
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.570722
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.570727
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.570815
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.570822
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.570883
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.570891
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.570945
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.571007
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.571012
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.571079
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.571086
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.571138
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.571199
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.571204
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.571267
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.571341
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.571401
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.571466
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.571531
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.571598
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.571664
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.571731
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.571737
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.571791
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.571856
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.571923
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.571929
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.571989
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.571995
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.572057
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.572063
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.572127
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.572187
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.572193
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.572253
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.572258
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.572318
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.572384
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.572390
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.572446
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.572512
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.572577
ord4,aa16,Tulip,1,100,Rejected,-1.00,Invalid price,20231216-091920.572641
ord5,aa17,Orchid,1,1000,Rejected,-1.00,Invalid price,20231216-091920.572706
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.572773
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.572841
ord3,aa15,Rose,1,100,Fill,1.000000,,20231216-091920.572904
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.572910
ord1,aa13,Rose,2,100,New,55.000000,,20231216-091920.572980
ord2,aa14,Rose,2,100,New,45.000000,,20231216-091920.573037
ord3,aa15,Rose,1,200,Fill,1.000000,,20231216-091920.573104
ord3,aa15,Rose,2,200,Fill,1.000000,,20231216-091920.573110
ord1,aa13,Rose,1,100,Fill,45.000000,,20231216-091920.573171
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.573177
ord2,aa14,Rose,1,100,Fill,45.000000,,20231216-091920.573236
ord2,aa14,Rose,2,100,Fill,45.000000,,20231216-091920.573243
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.573303
ord1,aa13,Rose,1,100,Fill,1.000000,,20231216-091920.573369
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.573375
ord2,aa14,Rose,1,100,Fill,1.000000,,20231216-091920.573434
ord3,aa15,Rose,2,100,Pfill,1.000000,,20231216-091920.573440
ord3,aa15,Rose,2,300,New,1.000000,,20231216-091920.573519
ord4,aa16,Rose,1,100,Fill,1.000000,,20231216-091920.573564
ord3,aa15,Rose,2,100,Fill,1.000000,,20231216-091920.573570
ord1,aa13,,1,100,Rejected,55.00,Invalid instrument,20231216-091920.573627
ord2,aa14,Rose,3,100,Rejected,65.00,Invalid side,20231216-091920.573691
ord3,aa15,Lavender,2,101,Rejected,1.00,Invalid size,20231216-091920.573755
